Rank,Error Message,Snippet IDs
2,no viable alternative at input 'functionexternal',"['59890_0', '112383_0']"
2,"mismatched input '.' expecting {'{', ';', NL}","['59871_1', '102536_2']"
2,"extraneous input '/' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['60555_1', '82866_1']"
2,no viable alternative at input 'functionclaimFrom(addressminter)publicpayable{\nFoomemorythisFoo;\nthisFoo=fooIndex[minter];\nrequire(thisFoo.balance<amount);\n\nthisFoo.balance+=msg.value;\nthisFoo.expiresAt+=1000;\n}\n}',"['60878_1', '60878_3']"
2,"extraneous input 'public' expecting {'{', ';', NL}","['61766_0', '110956_2']"
2,no viable alternative at input 'functionstringToUint(strings)constantreturns((',"['62371_0', '124062_0']"
2,no viable alternative at input 'ie:',"['62371_2', '124062_2']"
2,"mismatched input 'insert' expecting {'=', ';', NL}","['62572_3', '62572_4']"
2,"no viable alternative at input '^""0.4.24""'","['62859_0', '62859_1']"
2,"no viable alternative at input 'functionaddUsers(address_address,string_companyName,string_role,\nstring_country,string_city,uint_phoneNo,\nstring_physicalAddress)only_adminpublicreturns(bool){\n'","['62906_5', '106343_5']"
2,"no viable alternative at input 'functionaddUsers(address_address,string_companyName,string_role,\nstring_country,string_city,uint_phoneNo,\nstring_physicalAddress)only_adminpublicreturns(boolmemory){\n'","['62906_6', '106343_6']"
2,"no viable alternative at input 'functiongetUser(address_address)publicview\nreturns(string,string,string,string,uint,string){\n'","['62906_7', '106343_7']"
2,"no viable alternative at input 'functiongetUser(address_address)publicview\nreturns(stringmemory,stringmemory,stringmemory,stringmemory,\nuintmemory,stringmemory){\n'","['62906_8', '106343_8']"
2,no viable alternative at input 'functiondeposit(addresspayable_receiver)externalpayable{\n',"['63618_3', '69264_1']"
2,"mismatched input 'address' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['63618_4', '122056_0']"
2,"mismatched input '.' expecting {'~', 'from', '{', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['63745_2', '71792_0']"
2,"extraneous input 'memory' expecting {'from', ')', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['64170_0', '131098_0']"
2,"mismatched input '\n\n' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['64325_0', '110736_1']"
2,"extraneous input '(' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}","['64325_0', '114715_0']"
2,"no viable alternative at input 'functionbuyTokens(uint256_numberOfTokens)publicpayable{\nrequire(msg.value==multiply(_numberOfTokens,tokenPrice));\nrequire(tokenContract.balanceOf(this)>=_numberOfTokens);(issueis'","['64868_0', '120793_0']"
2,no viable alternative at input 'functiongetAdopters()publicviewreturns(**',"['64801_1', '97207_1']"
2,"extraneous input 'transferOwnership' expecting {'(', NL}","['64789_3', '97574_1']"
2,no viable alternative at input 'addressaddr=0x',"['65693_1', '65693_3']"
2,no viable alternative at input 'MyContractaddr=MyContract(0x',"['65693_2', '65693_4']"
2,no viable alternative at input 'function()payableexternal{\n.',"['65660_2', '103801_2']"
2,"extraneous input 'let' expecting {'~', 'from', '(', 'error', 'function', '[', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['66284_1', '130468_0']"
2,no viable alternative at input 'encoding:',"['66284_1', '83299_0']"
2,"mismatched input 'been' expecting {'=', ';', NL}","['66169_0', '69564_0']"
2,"extraneous input '->' expecting {'=', ';', NL}","['67708_3', '67708_4']"
2,"extraneous input '""name""' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}","['67708_3', '67708_4']"
2,"mismatched input '\n' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['67868_0', '107163_0']"
2,"mismatched input 'initial' expecting {'=', ';', NL}","['67868_0', '69564_0']"
2,"extraneous input '**' expecting {'=', ';', NL}","['69564_0', '91818_0']"
2,"mismatched input '[' expecting {'{', 'returns', ';', NL}","['69653_0', '142644_0']"
2,no viable alternative at input '-boolok',"['69679_0', '69679_2']"
2,no viable alternative at input 'input:',"['71534_1', '71534_2']"
2,"mismatched input 'returns' expecting {'=', ';', NL}","['72543_0', '76436_0']"
2,no viable alternative at input 'Example:',"['73034_1', '80503_2']"
2,no viable alternative at input 'functionfoo(stringcalldataa)public{\n\nfunctionfoo',"['74442_2', '123171_2']"
2,"mismatched input '>>' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['73458_0', '131520_0']"
2,no viable alternative at input '(node:',"['77406_1', '116771_2']"
2,no viable alternative at input 'functionsending()publicpayable\n{\ncontract',"['78254_0', '78254_1']"
2,no viable alternative at input 'functionwithdraw(uint256amount)payable:',"['78366_0', '78366_1']"
2,no viable alternative at input '!--language:',"['77713_1', '83836_0']"
2,"mismatched input '>=' expecting {'=', ';', NL}","['78721_0', '142508_1']"
2,no viable alternative at input 'customer(addressof',"['79690_2', '79690_3']"
2,no viable alternative at input 'boolsuccess=<',"['79924_0', '79924_1']"
2,"extraneous input '.' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['79924_2', '102247_1']"
2,no viable alternative at input 'transacttoConnect4',"['79997_1', '79997_3']"
2,"mismatched input '**' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['80001_0', '142251_1']"
2,"extraneous input '''' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}","['82275_0', '140176_0']"
2,"mismatched input 'here' expecting {'=', ';', NL}","['82866_1', '137780_1']"
2,"extraneous input '^' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['82866_1', '110839_0']"
2,"mismatched input 'ether' expecting {'=', ';', NL}","['83515_0', '83515_1']"
2,"mismatched input 'data' expecting {'=', ';', NL}","['83515_0', '83515_1']"
2,"mismatched input 'received' expecting {'=', ';', NL}","['83515_0', '83515_1']"
2,no viable alternative at input 'Uncaught(in',"['84950_2', '93857_1']"
2,"mismatched input 'expected' expecting {'=', ';', NL}","['86704_0', '123657_2']"
2,no viable alternative at input 'browser/do',"['87714_0', '87714_1']"
2,"mismatched input 'and' expecting {';', NL}","['89543_0', '145519_1']"
2,no viable alternative at input 'bytesmemory',"['89626_0', '144414_0']"
2,no viable alternative at input 'functiondo',"['90243_0', '97615_0']"
2,"extraneous input '**' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['90555_0', '117408_0']"
2,no viable alternative at input 'uintpublicprice=<',"['91507_1', '131069_1']"
2,"no viable alternative at input 'functionplay()externalpayablereturns(bool){\nrequire(\nmsg.value==price,\n'Please send the correct amount of ETH'\n);\n'","['91507_2', '131069_2']"
2,no viable alternative at input 'Ebrownie.',"['91758_1', '128720_3']"
2,"mismatched input 'i' expecting {'=', ';', NL}","['91818_0', '112262_0']"
2,"mismatched input 'not' expecting {'=', ';', NL}","['91818_0', '130706_0']"
2,"mismatched input '1' expecting {';', NL}","['91818_0', '94855_0']"
2,"mismatched input 'adding' expecting {'=', ';', NL}","['91818_0', '130706_0']"
2,"mismatched input 'any' expecting {'=', ';', NL}","['91818_0', '103618_0']"
2,"mismatched input 'private' expecting {';', NL}","['92084_0', '123096_0']"
2,"mismatched input '2' expecting {'=', ';', NL}","['92365_0', '98685_1']"
2,"mismatched input 'access' expecting {'=', ';', NL}","['92365_0', '118180_0']"
2,"mismatched input 'for' expecting {'=', ';', NL}","['92365_0', '112262_0']"
2,no viable alternative at input 'const{expect}',"['92365_1', '125317_1']"
2,"mismatched input '0' expecting {'=', ';', NL}","['92576_1', '114027_1']"
2,"extraneous input '{' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['92782_0', '117975_0']"
2,"extraneous input '[' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}","['93773_0', '131696_0']"
2,"extraneous input 'return' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['94720_0', '117408_0']"
2,"no viable alternative at input 'function(uint256x,uint256y)publicpurereturns(uint256){\nreturns'","['97186_2', '97186_3']"
2,"mismatched input 'error' expecting {';', NL}","['97421_0', '97457_0']"
2,no viable alternative at input 'id:',"['97421_0', '115396_0']"
2,"extraneous input 'contract' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['97457_0', '130676_1']"
2,no viable alternative at input 'task_queues.js:',"['97457_0', '130676_1']"
2,no viable alternative at input 'Getnumof',"['98299_2', '98299_4']"
2,no viable alternative at input 'awaitcontract',"['99565_3', '109732_0']"
2,"mismatched input 'on' expecting {'=', ';', NL}","['99943_0', '110717_1']"
2,no viable alternative at input 'https:',"['101471_3', '139342_1']"
2,"mismatched input ';' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}","['101782_0', '144208_2']"
2,no viable alternative at input '2_deploy_contracts',"['102708_0', '114770_0']"
2,"no viable alternative at input 'Basically,'","['102986_3', '121521_3']"
2,no viable alternative at input 'Submittedfor',"['103012_0', '115645_0']"
2,"no viable alternative at input 'functionstartNewPhase(uint256_tokenPrice,uint256tokenAmount)public{\nrequire(msg.sender==admin,""Can only be inoked by admin"");\nrequire(tokenContract.mint(address(this),tokenAmount));\nsaleActive=true;\ntokenPrice=_tokenPrice;\n'","['103322_1', '103575_0']"
2,"mismatched input 'this' expecting {'=', ';', NL}","['103461_0', '132050_0']"
2,"mismatched input 'more' expecting {'=', ';', NL}","['103860_2', '107019_0']"
2,"extraneous input 'ERC20' expecting {'{', 'is'}","['107962_2', '107962_3']"
2,"extraneous input '=>' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['107971_0', '132933_0']"
2,mismatched input 'memory' expecting ')',"['107971_0', '107971_1']"
2,"extraneous input 'struct' expecting {<EOF>, '~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['109320_0', '129684_2']"
2,"extraneous input 'event' expecting {<EOF>, '~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['109320_0', '142508_4']"
2,"extraneous input '_name' expecting {',', ')'}","['109320_0', '136078_1']"
2,"extraneous input '^' expecting {<EOF>, '~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['109813_0', '125616_1']"
