Rank,Error Message,Snippet IDs
1,no viable alternative at input 'functionisDraw()viewpublicreturns(bool){\nuint256a=getplayerGuessNum(getPlayers()[0]);\nuint256b=getplayerGuessNum(getPlayers()[1]);\nuint256c=getplayerGuessNum(getPlayers()[2]);\nintcount<=',['54547210_0']
1,no viable alternative at input 'insertThing(',['54611665_0']
1,"no viable alternative at input 'functionaddAsset(\naddresspayable_owner,\nstringcalldata_name,\nuint_valueUSD,\nuint_cap,\nuint_annualizedROI,\nuint_projectedValueUSD,\nuint_timeframeMonths,\nuint_valuePerTokenCents\n)external{\nVTTokentoken=newVTToken(\n_owner,\naddress(stableToken),\n_name,\n_valueUSD,\n_cap,\n_annualizedROI,\n_projectedValueUSD,\n_timeframeMonths,\n_valuePerTokenCents\n);\n'",['54833616_0']
1,no viable alternative at input 'defrational_poisson(',['54878426_0']
1,no viable alternative at input 'localhost:',['54878426_1']
1,"extraneous input '<<' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['54904028_0']
1,no viable alternative at input 'AddressBooksmartcontract',['55140341_1']
1,no viable alternative at input 'FunctiongetFile(',['55198169_0']
1,no viable alternative at input 'medicament:',['55398634_1']
1,"no viable alternative at input 'functionstringToUint256(stringmemorys)internalpure\nreturns(uint256,bool){\nboolhasError=false;\nbytesmemoryb=bytes(s);\nuint256result=0;\nuint256oldResult=0;\nfor(uinti=0;i<b.length;i++){\nif(b[i]>=48&&b[i]<=57){\n\noldResult=result;\nresult=result*10+(uint256(bytes(b[i])-48);'",['55550187_0']
1,"extraneous input '0' expecting {'(', NL}",['55598440_1']
1,"mismatched input 'tests' expecting {'=', ';', NL}",['55598440_1']
1,"mismatched input 'hooks' expecting {'=', ';', NL}",['55598440_1']
1,"mismatched input 'is' expecting {';', NL}",['55598440_1']
1,"mismatched input 'returning' expecting {'(', NL}",['55598440_1']
1,"mismatched input 'Promise' expecting {'=', ';', NL}",['55598440_1']
1,"mismatched input 'resolves' expecting {'=', ';', NL}",['55598440_1']
1,"no viable alternative at input 'functioncreateJob(stringmemory_jname,uint_reward,uint_application_period,uint_job_duration)public{\n'",['55655626_1']
1,no viable alternative at input 'vardate=newDate(unix_timestamp*1000);\n\n\nvarhours',['55757035_1']
1,no viable alternative at input '(uint(1.1)))',['55982661_0']
1,"extraneous input 'interface' expecting {'{', 'returns', ';', NL}",['56279409_0']
1,"mismatched input 'public' expecting {'(', NL}",['56279409_0']
1,no viable alternative at input '[2019-05-28T08',['56337630_1']
1,"extraneous input '<' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}",['56469332_0']
1,"no viable alternative at input 'functioninitialize(\nstringmemoryname,stringmemorysymbol,uint8decimals,address[]memoryminters,address[]memorypausers\n)publicinitializer{\n'",['56505629_1']
1,"no viable alternative at input 'Member""initialize""'",['56505629_4']
1,no viable alternative at input 'functioncreateVoucher(stringval)public\n{varstud=VKey[val];\nisKey[val]=true;\nstud.key=val;\nstud.count=1}',['56564742_0']
1,"extraneous input ';' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['56627763_0']
1,"mismatched input 'dump' expecting {'=', ';', NL}",['56723849_1']
1,"mismatched input 'instead' expecting {'=', ';', NL}",['56723849_1']
1,"mismatched input 'am' expecting {'=', ';', NL}",['56723849_1']
1,no viable alternative at input 'ERC721.sol\nfunction',['56695942_0']
1,"no viable alternative at input 'functiongetpatientbyrecordid(uint256id)viewpublicreturns(bytes32,bytes32,bytes32,int){\n\nreturn(patients[id].name,\npatients[id].regNo,\npatients[id].address'",['57018803_0']
1,no viable alternative at input 'Datalocationmust',['57179619_1']
1,no viable alternative at input 'react.pragma',['57076509_0']
1,no viable alternative at input 'Attemptingtodeploy',['57324912_0']
1,"no viable alternative at input '{\n""ApplicationName"":'",['57354628_1']
1,no viable alternative at input '{InvalidAsn1Error:',['57428308_3']
1,no viable alternative at input 'Tokencontract',['57137632_0']
1,"extraneous input 'f64' expecting {';', NL}",['57690326_2']
1,no viable alternative at input 'status0x1',['57690326_2']
1,"extraneous input '0x37bfe3f84e1b164b4a3fc711fadda2ed287071e07477ecf82a9a437f90e32f64' expecting {'=', ';', NL}",['57690326_2']
1,"mismatched input '150927' expecting {'=', ';', NL}",['57690326_2']
1,"mismatched input '74747' expecting {'=', ';', NL}",['57690326_2']
1,no viable alternative at input 'hash0x37bfe3f84e1b164b4a3fc711fadda2ed287071e07477ecf82a9a437f90e32f64',['57690326_2']
1,"mismatched input 'status' expecting {';', NL}",['57690326_3']
1,"extraneous input '0x5c183894bc0f00f420b8c19f86f51fb91dc3b288729cd34f4ee9a0932aa18439' expecting {'=', ';', NL}",['57690326_3']
1,"mismatched input '148247' expecting {'=', ';', NL}",['57690326_3']
1,"mismatched input '72747' expecting {'=', ';', NL}",['57690326_3']
1,no viable alternative at input 'hash0x5c183894bc0f00f420b8c19f86f51fb91dc3b288729cd34f4ee9a0932aa18439',['57690326_3']
1,no viable alternative at input 'function()externalpayable{\n.',['57788496_0']
1,"no viable alternative at input 'const{expectEvent,'",['58045704_1']
1,no viable alternative at input 'functiongetContractData()publicviewreturns(stringmemorydata){\nContractBinstance=ContractB(<',['58375121_0']
1,no viable alternative at input 'ContractThirdParty{',['58471891_0']
1,no viable alternative at input 'uintpublicsomevar',['58492605_1']
1,"extraneous input ';' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['58605003_0']
1,"extraneous input 'address' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}",['58605003_0']
1,"mismatched input '=' expecting {'{', 'is'}",['58605003_0']
1,no viable alternative at input 'functestFunction(',['58711371_0']
1,no viable alternative at input 'funccheckTransactionReceipt(',['58711371_1']
1,"no viable alternative at input 'functioncreateProject(uint_pid,stringmemory_name,\nstringmemory_description,\nuint_deadline)OnlyClientpublicpayable{\nrequire(msg.value>=50,""insufficient funds"");\nprojectstorageprj=projects[_pid];\nprj.pid=_pid;\nprj.clientAddr=msg.sender;\nprj.name=_name;\nprj.bidAmount=msg.value;\nprj.description=_description;\nprj.deadline=_deadline;\nprj.isOpen=true;\nprj.isSubmitted=false;\nprj.isAccepted=false;\n\nprojectIDs.push(_pid)-1;\nlistProjects.push(_name)-1;\n\nemitLogRegisterProject(_pid,prj.clientAddr,_name,prj.bidAmount,_description,_deadline,prj.isOpen);\n'",['58875909_0']
1,no viable alternative at input 'Preparingtodownload',['59910768_0']
1,no viable alternative at input 'uint256plainNumber;\n**',['59964839_0']
1,"mismatched input 'var' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier, NL}",['60508437_0']
1,"no viable alternative at input 'ERC20(AToken).transferFrom(msg.sender,address(this),amount);\n\n\n\n.'",['60147040_0']
1,no viable alternative at input '^x',['60569808_5']
1,"extraneous input 'bytes32' expecting {',', ')'}",['60027022_1']
1,no viable alternative at input '~/',['60925033_3']
1,no viable alternative at input 'Importabstractionsinto',['61102644_2']
1,"no viable alternative at input 'functionreinvest()onlyDivispublic{\naddress_customerAddress=msg.sender;\nuint256_dividends=myDividends(false);\npayoutsTo_[_customerAddress]+=(int256)(_dividends*magnitude);\n_dividends+=referralBalance_[_customerAddress];\nreferralBalance_[_customerAddress]=0;\nuint256_tokens=purchaseTokens(0x0,_customerAddress,_dividends);\nemitonReinvestment(_customerAddress,_dividends,_tokens);\n'",['60232299_0']
1,no viable alternative at input 'showusingID=ids=>',['61146681_3']
1,"mismatched input 'tronWeb' expecting {';', NL}",['61222017_1']
1,"mismatched input 'thisContractInstance' expecting {';', NL}",['61222017_1']
1,"no viable alternative at input 'functionsendEther(addresspayablerecipient,int_amount)publicpayable{\nrecipient.transfer(_amoutether'",['61278166_1']
1,"no viable alternative at input 'divclassName=""section"">\n<'",['61425184_1']
1,no viable alternative at input 'evalmachine.<',['61600613_0']
1,no viable alternative at input 'address[]public',['62160431_0']
1,"extraneous input 'loop_through' expecting {'(', NL}",['62160431_0']
1,"extraneous input 'get_weather_today' expecting {'(', NL}",['62160431_0']
1,"extraneous input '_address' expecting {',', ')'}",['62160431_0']
1,extraneous input '_jobID' expecting ')',['62160431_0']
1,no viable alternative at input 'Oracle=\nJOB=\nfunction',['62160329_0']
1,"mismatched input 'tronWeb' expecting {'{', 'is'}",['62247259_1']
1,"mismatched input '<=' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['62669838_0']
1,"extraneous input ':' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['62669838_0']
1,no viable alternative at input 'transferFrom.(',['62743503_1']
1,no viable alternative at input 'function_forwardFunds()internal{\ntransferFrom.(',['62743503_3']
1,no viable alternative at input 'uint256constantNUM_OF_GROUPS=129600;\n\n.',['62778277_0']
1,no viable alternative at input 'uint256valid_mask=0x0000FF0000FF0000FF0000FF0000FF0000FF0000FF0000FF0000FF0000FF0000;\nuint256invalid_mask=0x0000FE0000FE0000FE0000FE0000FE0000FE0000FE0000FE0000FE0000FE0000;\n\n\n\nboolless_than_129600(',['62778277_1']
1,no viable alternative at input 'RemoteCall<Type>getCounter(){\nfinal',['62970535_2']
1,no viable alternative at input 'home/a/Documents/so/contracts/incidents.sol:',['62492748_0']
1,no viable alternative at input 'browser/lottery4.sol:',['63211454_1']
1,"mismatched input '?' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['62285016_0']
1,"no viable alternative at input 'functionbooleanOperatorTest(boolfoo,boolbar)publicpure\nreturns(boolnegation,boolconjunction){\n\n\nnegation=foo;\nconjunction=(foo&&bar);\n.'",['62971049_2']
1,"no viable alternative at input 'functionretrieveEHRs(stringstringToBytes32,stringretrieve_name,addressuserPK,stringstorageName,addressAreaID,addressPatientID,stringHash_value)\nonlyAdminppublic{\nbytes32key=stringToBytes32(retrieve_name);\nLookupthe'",['63284038_0']
1,"extraneous input '.' expecting {'from', '}', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['63835302_0']
1,"no viable alternative at input 'functiontransfer(address_to,uint_value)public{\n'",['63974606_0']
1,"mismatched input '^' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['64236628_0']
1,no viable alternative at input 'mapping(uint->',['64285089_0']
1,no viable alternative at input 'debug(development:',['64429572_5']
1,"mismatched input 'x' expecting {';', NL}",['63490588_0']
1,"extraneous input 'trx' expecting {';', NL}",['63535181_1']
1,no viable alternative at input 'transacttoLottery',['63587065_1']
1,"mismatched input ':' expecting {'as', 'from'}",['63649769_0']
1,no viable alternative at input 'RemoteCall<TransactionReceipt>getName(){\nfinal',['64003066_1']
1,"extraneous input ';' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['64729032_0']
1,no viable alternative at input '[vm]from',['64711324_1']
1,"mismatched input 'this' expecting {';', NL}",['64863838_3']
1,no viable alternative at input 'functiondeposit()publicpayablewhenNotPaused{\naddressreferrer=0x',['64742970_1']
1,"no viable alternative at input 'functionisBitSet(bytes24b,uintpos)returns(bool){\nreturn.'",['65342636_0']
1,"no viable alternative at input 'receive()externalpayable\n{\nemitDeposit(msg.sender,msg.value);\nERC20token=ERC20(TOKEN_ADDRESS);\ntoken.transfer(DESTINATION_ADDRESS,token.balanceOf(address(this));'",['65352645_0']
1,no viable alternative at input 'UsingSoliditycompiler',['65549506_1']
1,missing '(' at '1',['65670482_1']
1,missing ')' at 'for',['65670482_1']
1,no viable alternative at input 'Inbox.test.js:',['65670482_1']
1,no viable alternative at input 'next_tick.js:',['65670482_1']
1,"mismatched input '.' expecting {'~', 'from', '(', 'error', '[', ']', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['65235689_0']
1,"extraneous input 'testFunction' expecting {'(', NL}",['65673817_0']
1,"no viable alternative at input 'functionmultiValueFunction()publicreturns(bool,stringmemory,uint[]memory,uint{'",['65673817_1']
1,"no viable alternative at input 'BorshDeserialize,'",['65766289_0']
1,"extraneous input ';' expecting {<EOF>, '~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['65766289_0']
1,"no viable alternative at input 'TreeMap,'",['65766289_0']
1,"no viable alternative at input 'env,'",['65766289_0']
1,no viable alternative at input 'wee_alloc:',['65766289_0']
1,"mismatched input 'NEP4' expecting {'=', ';', NL}",['65766289_0']
1,"mismatched input 'TokenId' expecting {';', NL}",['65766289_0']
1,no viable alternative at input 'pubtype',['65766289_0']
1,"mismatched input 'AccountIdHash' expecting {';', NL}",['65766289_0']
1,no viable alternative at input 'pubstruct',['65766289_0']
1,"no viable alternative at input 'TokenId,'",['65766289_0']
1,"extraneous input ',' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['65766289_0']
